System,Label,File,JobID,Date,Nodes,Cores,Processes,Threads,Energy,KPAR,NCORE,NPAR,Bands,LOOP+ Time,Runtime
Cirrus,6.5.1-Intel-MKL,/mnt/lustre/e1000/home/z04/z04/aturner/benchmark/cirrus-ex/VASP/TiO2_MCC/6.5.1-Intel-MKL/TiO2MCC_4nodes_288cores_1threads_8NCORE_22007_202512220151.OUTCAR,22007,2025.12.22 01:51:29,4,288,288,1,1808055,1,8,36,5184,71.4473,526.125
Cirrus,6.5.1-Intel-MKL,/mnt/lustre/e1000/home/z04/z04/aturner/benchmark/cirrus-ex/VASP/TiO2_MCC/6.5.1-Intel-MKL/TiO2MCC_4nodes_576cores_1threads_4NCORE_22009_202512220151.OUTCAR,22009,2025.12.22 01:51:37,4,576,576,1,1924543,1,4,144,5184,63.3021,485.801
Cirrus,6.5.1-Intel-MKL,/mnt/lustre/e1000/home/z04/z04/aturner/benchmark/cirrus-ex/VASP/TiO2_MCC/6.5.1-Intel-MKL/TiO2MCC_32nodes_2304cores_1threads_8NCORE_23447_202512271041.OUTCAR,23447,2025.12.27 10:41:31,32,2304,2304,1,4767613,1,8,288,5184,14.973,191.441
Cirrus,6.5.1-Intel-MKL,/mnt/lustre/e1000/home/z04/z04/aturner/benchmark/cirrus-ex/VASP/TiO2_MCC/6.5.1-Intel-MKL/TiO2MCC_16nodes_4608cores_1threads_16NCORE_22034_202512220214.OUTCAR,22034,2025.12.22 02:14:59,16,4608,4608,1,5964452,1,16,288,5184,26.6284,361.671
Cirrus,6.5.1-Intel-MKL,/mnt/lustre/e1000/home/z04/z04/aturner/benchmark/cirrus-ex/VASP/TiO2_MCC/6.5.1-Intel-MKL/TiO2MCC_8nodes_1152cores_1threads_8NCORE_23430_202512271020.OUTCAR,23430,2025.12.27 10:20:58,8,1152,1152,1,2372383,1,8,144,5184,32.8838,300.068
Cirrus,6.5.1-Intel-MKL,/mnt/lustre/e1000/home/z04/z04/aturner/benchmark/cirrus-ex/VASP/TiO2_MCC/6.5.1-Intel-MKL/TiO2MCC_2nodes_576cores_1threads_4NCORE_23412_202512270957.OUTCAR,23412,2025.12.27 09:58:09,2,576,576,1,1957664,1,4,144,5184,123.2664,898.348
Cirrus,6.5.1-Intel-MKL,/mnt/lustre/e1000/home/z04/z04/aturner/benchmark/cirrus-ex/VASP/TiO2_MCC/6.5.1-Intel-MKL/TiO2MCC_2nodes_288cores_1threads_16NCORE_23411_202512270957.OUTCAR,23411,2025.12.27 09:57:55,2,288,288,1,1885944,1,16,18,5184,129.9177,940.135
Cirrus,6.5.1-Intel-MKL,/mnt/lustre/e1000/home/z04/z04/aturner/benchmark/cirrus-ex/VASP/TiO2_MCC/6.5.1-Intel-MKL/TiO2MCC_64nodes_9216cores_1threads_4NCORE_23459_202512271054.OUTCAR,23459,2025.12.27 10:55:07,64,9216,9216,1,14537706,1,4,2304,6912,11.8902,229.51
Cirrus,6.5.1-Intel-MKL,/mnt/lustre/e1000/home/z04/z04/aturner/benchmark/cirrus-ex/VASP/TiO2_MCC/6.5.1-Intel-MKL/TiO2MCC_16nodes_2304cores_1threads_4NCORE_23439_202512271033.OUTCAR,23439,2025.12.27 10:33:47,16,2304,2304,1,4366862,1,4,576,5184,24.0492,276.227
Cirrus,6.5.1-Intel-MKL,/mnt/lustre/e1000/home/z04/z04/aturner/benchmark/cirrus-ex/VASP/TiO2_MCC/6.5.1-Intel-MKL/TiO2MCC_2nodes_72cores_1threads_16NCORE_21995_202512220140.OUTCAR,21995,2025.12.22 01:40:25,2,72,72,1,1827310,1,1,72,5184,194.5539,1414.576
Cirrus,6.5.1-Intel-MKL,/mnt/lustre/e1000/home/z04/z04/aturner/benchmark/cirrus-ex/VASP/TiO2_MCC/6.5.1-Intel-MKL/TiO2MCC_1nodes_72cores_1threads_8NCORE_21987_202512220109.OUTCAR,21987,2025.12.22 01:09:20,1,72,72,1,1996776,1,8,9,5184,307.009,2101.836
Cirrus,6.5.1-Intel-MKL,/mnt/lustre/e1000/home/z04/z04/aturner/benchmark/cirrus-ex/VASP/TiO2_MCC/6.5.1-Intel-MKL/TiO2MCC_8nodes_1152cores_1threads_16NCORE_22021_202512220159.OUTCAR,22021,2025.12.22 01:59:40,8,1152,1152,1,2526533,1,16,72,5184,32.9988,298.681
Cirrus,6.5.1-Intel-MKL,/mnt/lustre/e1000/home/z04/z04/aturner/benchmark/cirrus-ex/VASP/TiO2_MCC/6.5.1-Intel-MKL/TiO2MCC_8nodes_1152cores_1threads_4NCORE_23429_202512271018.OUTCAR,23429,2025.12.27 10:18:59,8,1152,1152,1,2882586,1,4,288,5184,39.2127,363.052
Cirrus,6.5.1-Intel-MKL,/mnt/lustre/e1000/home/z04/z04/aturner/benchmark/cirrus-ex/VASP/TiO2_MCC/6.5.1-Intel-MKL/TiO2MCC_1nodes_144cores_1threads_8NCORE_23400_202512270937.OUTCAR,23400,2025.12.27 09:37:41,1,144,144,1,2037848,1,8,18,5184,277.5164,1920.072
Cirrus,6.5.1-Intel-MKL,/mnt/lustre/e1000/home/z04/z04/aturner/benchmark/cirrus-ex/VASP/TiO2_MCC/6.5.1-Intel-MKL/TiO2MCC_2nodes_288cores_1threads_4NCORE_21999_202512220140.OUTCAR,21999,2025.12.22 01:40:35,2,288,288,1,1702504,1,4,72,5184,123.315,854.378
Cirrus,6.5.1-Intel-MKL,/mnt/lustre/e1000/home/z04/z04/aturner/benchmark/cirrus-ex/VASP/TiO2_MCC/6.5.1-Intel-MKL/TiO2MCC_4nodes_1152cores_1threads_4NCORE_22012_202512220151.OUTCAR,22012,2025.12.22 01:51:55,4,1152,1152,1,2852118,1,4,288,5184,73.1659,634.838
Cirrus,6.5.1-Intel-MKL,/mnt/lustre/e1000/home/z04/z04/aturner/benchmark/cirrus-ex/VASP/TiO2_MCC/6.5.1-Intel-MKL/TiO2MCC_1nodes_144cores_1threads_16NCORE_21991_202512220113.OUTCAR,21991,2025.12.22 01:13:21,1,144,144,1,1744516,1,16,9,5184,254.3638,1737.595
Cirrus,6.5.1-Intel-MKL,/mnt/lustre/e1000/home/z04/z04/aturner/benchmark/cirrus-ex/VASP/TiO2_MCC/6.5.1-Intel-MKL/TiO2MCC_16nodes_4608cores_1threads_4NCORE_22032_202512220210.OUTCAR,22032,2025.12.22 02:11:00,16,4608,4608,1,7120321,1,4,1152,5760,32.5456,430.694
